x1,x2,y
-1.0340244704857469,-0.6992281061440976,0
-0.35688718874007463,0.9964515296663964,1
1.2447000481188297,-0.69274535356833,1
-0.483435096219182,-0.10348304683869666,1
-0.2121990779414773,0.6038660643187141,1
0.2820311300456524,-0.6080449833594642,1
-1.475150522775948,0.08486612051999158,0
-1.9479265259578824,1.5779901987474942,1
0.7106789099052548,-0.46365374370561213,1
1.3406224437057972,-1.1585270058969916,1
1.7450539246201515,0.7236856409779319,1
-1.7661975445225835,-0.7845406611832841,0
0.6721031768247485,-0.2684000255202661,1
-0.45657383743673563,0.5077992658240374,1
0.3045161757618189,0.46133100390163756,1
-1.444743288680911,1.1794495855640463,1
-0.9766645869240165,-0.6793963334141705,1
-0.7477564634755254,-0.3186115699662488,1
0.8604712272062898,-0.6580192938645024,1
-1.2452818844467402,-0.16261598027562785,1
-1.4312748406082392,1.9893491197331277,1
0.2964464658871293,-0.06105194109695864,0
-1.803398909047246,-0.02780998391825873,1
-0.259969393722713,0.5115258933011217,1
-0.06915935408324003,-1.2167533832735484,1
-0.14073239732533693,0.9536010270801627,1
-0.055192251689732075,-0.05836404519018471,1
0.9503395399078727,-0.7049461720784524,0
1.963945247232914,0.3743158218653198,1
1.3616334348917007,-0.1831673171581619,1
-1.5522947115823627,-0.15161476982792096,1
1.4456875044852495,-0.11487463871665156,1
0.27140515111386776,1.5472052142196446,1
0.7331156795844436,-0.5529098649317526,1
1.158421915024519,0.9542596772454678,1
-0.38989786710590124,0.16442010747875274,1
1.4131087576970458,-0.27772541082898605,1
-1.2415778702124953,-0.644419619223862,1
-0.017113467678427696,-0.3671060097372649,0
-1.5198226030915976,-0.27591332389643364,0
-1.0853467751294374,1.0906215035097013,1
1.6219915859401226,-0.7813729211361035,1
-0.10490050725638866,1.643323733764381,1
0.16190711688250303,-0.17078522605100646,1
1.8951812759041786,-0.6536419101069261,1
1.8897160859778523,-0.707909530538924,1
0.741437878459692,0.18810548635675345,1
1.1198366126045585,1.7480347972226138,1
-1.9181871302425861,-0.22426083915478806,1
0.9138629622757435,-0.095715548183244,1
1.690793783403933,0.20507240487913064,1
-0.23816880863159895,0.06341169807273954,1
0.8222991246730089,-0.7416644306063248,1
1.2668991638347507,0.9882911991313461,1
-0.05356274638324976,-1.230524232564991,1
1.3719976702705026,-0.9800803618652131,1
-0.028504694811999798,-0.4154313328798175,1
-1.9293231265619397,-0.27844094049977003,1
-0.2381389681249857,1.0540993475430864,1
-0.08830134849995375,-0.6230589518838203,1
0.404962295666337,-0.17819182225762573,1
-0.22701310645788908,-0.33238570527836914,0
-0.7712902287021279,1.603883830781262,1
0.6919568656012416,1.448821460787117,1
0.4364570565521717,-1.0583996500363815,1
1.8947141645476222,0.4365143383455035,1
-1.2966611506417394,-1.297201473882418,0
1.892905899323523,-0.8290734302734564,1
0.31726855505257845,-0.5816112423714058,1
0.9525010418146849,-0.8473018089319372,1
1.4632715564221144,0.22859329198010325,1
0.5899444157257676,-0.31318566644450513,1
0.7787844715639949,0.30620212812261816,1
1.983621752820909,1.2296375572008855,1
1.3974935999140143,1.1711029247126825,1
1.0632889531552792,-2.071288645096397,1
-1.4493387071415782,-0.25441171030179266,1
-1.6192442635074258,0.47639654010207455,1
